timestamp,cpu_temperature,cpu_usage,cpu_load,memory_usage,battery_level,cpu_power
2024-07-23 19:54:35.941578,63.89301157153671,87.28250993985868,1.3817009163635436,48.85560130207537,85.95568202448806,12.84154024843604
2024-07-23 19:54:39.007098,63.39231124770495,85.99368128936207,1.4431066380701316,48.91773444626762,85.88631108065343,12.067936078030655
2024-07-23 19:54:42.141491,63.15676206127664,84.91120724936626,1.7249066796571682,48.60720824651805,85.0015939033537,12.924010623634647
2024-07-23 19:54:45.323709,62.09199673276704,90.50407332601678,2.088059696273055,48.82108159255698,84.9374396311243,12.400185757998752
2024-07-23 19:54:48.390368,68.38778789921138,83.62956150034259,2.131310930795413,49.01477970865094,84.9482512138497,17.814583216566554
2024-07-23 19:54:51.658021,64.35150720811599,84.9270187550387,2.2872754684969023,48.88012385906494,84.90033339981053,13.327801219479907
2024-07-23 19:54:55.357736,64.04948615668171,85.39446557091067,2.3061423137091346,48.806208127664924,84.88920515912277,12.542939724337
2024-07-23 19:54:58.440374,63.07487542145327,86.5340299291539,2.2135524488091836,48.8378826265508,84.89518226252719,12.178467692602316
2024-07-23 19:55:01.609247,63.207788061743926,84.2725537499493,2.3788979087366435,48.75943100086574,84.00373516434982,12.459077485913552
2024-07-23 19:55:04.822074,60.37030429247464,85.68311681004556,2.3440974104203343,48.66580495974991,83.95972220199113,10.887318795639192
2024-07-23 19:55:07.836342,63.30786990853553,82.59015868385266,2.8416846131151976,48.7937948736675,83.99879438198235,12.917408984458936
2024-07-23 19:55:10.875686,61.35677384273957,83.57200259843448,2.7963532519179277,48.764299881761914,83.85973403192169,10.706710086864865
2024-07-23 19:55:13.951109,63.62114568499158,84.01793171922692,2.7636178556631483,48.70357066592456,83.92858022902877,12.976134356098237
2024-07-23 19:55:17.025461,62.6567588556187,83.92739714313333,3.044777516084025,48.93171120930319,83.86795618241645,12.00768918064744
2024-07-23 19:55:20.239762,65.0697159337111,83.5256521622232,3.0190884607459676,48.93734496928532,83.96253266832468,12.850505166757518
2024-07-23 19:55:23.548187,70.92144633728645,87.82806302548444,3.4049645047962858,49.07152782483042,84.00484081773003,15.374471138083903
2024-07-23 19:55:26.710569,59.556528678045154,86.3290866556693,3.3625147430675515,49.09170904656819,83.87823946806873,9.719116442874398
2024-07-23 19:55:29.794142,63.551383278078575,84.54713630542757,3.3320134912758537,48.64810742607435,84.01408650006614,12.349453030067291
2024-07-23 19:55:32.977835,66.50417293490763,84.27284980943148,3.1868709325221123,48.95278734430445,83.86051488881415,12.868391389281093
2024-07-23 19:55:36.329891,60.457377547758846,83.4364291762282,3.393562898242181,48.88918414668235,83.87491632398772,10.89761741045782
2024-07-23 19:55:39.410881,62.26613385703555,85.4035958916529,3.3940367771058297,49.14787822821962,83.87339276731453,11.608495734566203
2024-07-23 19:55:42.544627,63.49639395987249,81.56998282134079,3.4570469386453153,49.08286285992475,82.99038108901247,12.585627441276596
2024-07-23 19:55:45.596326,59.1348372166493,87.01906704616609,3.297087602434847,48.88798279430498,82.94808188685862,10.510218881593993
2024-07-23 19:55:48.630005,59.01778983198357,83.98933534324574,3.3652446697584826,49.275635075322384,82.9860199297621,10.520008567619637
2024-07-23 19:55:51.699461,60.176494077900514,83.41152425629019,3.3148845105321123,49.389131298759665,82.87751172576472,10.300412378625667
2024-07-23 19:55:54.895574,61.9290452478005,84.94553077676281,3.2893839352850343,49.04144063575017,82.90113321215763,11.93897224360683
2024-07-23 19:55:58.129369,59.15255604903712,87.69179757115378,3.3349249642616305,49.12468342993873,82.87346027357147,10.036177433986259
2024-07-23 19:56:01.265689,62.02404233975516,80.87884602387939,3.31986100039364,49.35861327265265,82.91554899739177,11.86525073379769
2024-07-23 19:56:04.479796,62.0509003672669,87.97706217059067,3.2983847904787535,49.498428045634796,82.90123707231231,11.473422747016272
2024-07-23 19:56:07.630289,67.36433010121593,82.03236703119099,3.203646279316173,49.808897736509216,82.95248141238652,14.784694147922506
2024-07-23 19:56:10.797215,61.98465148428052,87.41455662091133,3.3345288304559104,49.64671534195758,82.91524413309664,11.019573811633899
